winery,variety,points,price,amount_of_wines,description
Vite Vecchio,Zinfandel,93.0,25.0,1,"Leathery and somewhat green, this wine has yet to find its balance, combining 95% Cabernet Sauvignon with 3% Malbec and 2% Petit Verdot. It veers between heavy, ripe tension and an underripe underbelly, finishing unsure."
Voila!,Red Blend,87.0,22.0,1,"A closed, tight and grippy wine, this has a big tannic structure that supports a landscape of cassis, cranberry and ripe plum, along with clove and tobacco. Fuller-bodied in style, it finishes smooth and lean."
Volatus,Red Blend,89.67,25.0,3,"Rather aggressive tannins and distinctly earthy scents of tomato leaf and vegetation characterize this modest effort. It's chewy and herbal, with little indication of fruit ripeness."
Volatus,Rhône-style White Blend,89.0,25.0,1,"The aromas seem quite dried out, with notes of blackberry bramble and fruit leather. The flavors also seem considerably more evolved than its age. It's a big miss."
Volker Eisele Family Estate,Bordeaux-style Red Blend,91.0,75.0,3,"Richly fruity and semisweet, this medium-bodied wine smells like cotton candy and tastes like pear syrup. Smooth in texture and mouth-filling in concentration, it finishes on lingering sweetness."
Volker Eisele Family Estate,Cabernet Sauvignon,92.67,78.33,3,There's just a trace of color on this wine. Light aromas of citrus and herb are followed by dry-fruit flavors. The concentration seems quite dilute.
Volker Eisele Family Estate,Semillon-Sauvignon Blanc,90.5,25.0,2,"Vibrant aromas of pineapple, flowers, peach and lychee lead to an palate that leans sweeter than off dry. Stone-fruit flavors linger on the finish."
Von Holt,Chardonnay,92.0,35.0,1,"Plummy with a sour hint of leather, this light-bodied wine, is somewhat flat in structure and finishes lean."
Von Holt,Pinot Noir,88.5,38.0,2,This medium-bodied wine opens with a squeeze of acidity and follows through with simple and straightforward citrus flavors.
Von Holt,Syrah,90.0,30.0,1,"This wine is a very pale peach color. Aromas of strawberry candy, watermelon and citrus peel lead to light dry-fruit flavors. The concentration seems a bit lacking."
Von Strasser,Bordeaux-style Red Blend,90.0,102.0,5,"Alpha is a new offering from Market Vineyards, and boosts the flavor meter past the winery's excellent, value-priced Benchmark Merlot. Tightly-structured and showing a barrel-heavy mix of dark, toasted flavors, this complex effort brings lead pencil, clove, charred meat and black fruits into play. Enjoy it with your thick grilled steak, or tuck it away until 2020–2022."
Von Strasser,Cabernet Sauvignon,90.88,80.0,8,"From one of Marin's coolest and best-farmed vineyard sites, this offering is intoxicatingly pretty in violets and herbs, and fleshy in the mouth with gorgeous texture. Layered, structured and dancing in acidity, this is a Marin Pinot not to miss."
Von Strasser,Grüner Veltliner,90.0,35.0,1,"Nine years in tirage gives this 75% Chardonnay/25% Pinot Noir sparkler a deeply golden hue as well as aged aromas of hazelnut, caramelized apple and fermenting stone fruit. Apple juice dominates the oxidized flavor profile, with heavy duty yeast and lemon pith along for the curious, intriguing ride."
Von Strasser,Sauvignon Blanc,88.0,22.0,1,This intriguing wine conveys aromas of coffee bean and barrel spices. The palate is restrained with a low-alcohol feel and coffee flavors. The concentration isn't all there but it still piques the interest.
Vortex,Red Blend,85.67,23.67,3,"Lightly aromatic, it offers notes of pencil shavings, dark fruit, coffee and pepper. It's medium bodied with a lower alcohol feel and abundant coffee flavors backed by gritty tannins."
Vortex,Tempranillo,86.0,25.0,1,"A whiff of volatility distracts a bit from an otherwise enjoyable wine that has notes of butterscotch, tapioca and spice. The palate is medium bodied with sweet tropical fruit flavors. Tasted twice with consistent notes."
W.H. Smith,Bordeaux-style Red Blend,90.0,125.0,1,"From a series of single-clone, single-block bottlings, this is a sharp-toned, slightly volatile wine with bright, tight, cherry fruit flavors. It's a good starting point for a blend, but feels incomplete on its own."
W.H. Smith,Cabernet Sauvignon,92.5,63.0,2,"This is refreshing and quite dry, with fragrant fruit cocktail aromas and subtle, spare flavors that suggest it would be a great oyster wine. Made from 51% Sémillon along with other grapes it's interesting enough to serve during dinner as well as an apéritif."
W.H. Smith,Pinot Noir,92.5,54.0,2,"This wine is unquestionably about power and punch, not subtlety. Superripe fruit flavors of kirsch and dark, toasty, coffee liqueur coat the palate. It's flavorful, but not a trace of varietal character remains."
W.T. Vintners,Chenin Blanc,90.0,20.0,2,"There is 60% Pinot Noir and 40% Chardonnay in this sparkling Brut. Golden-apple in color, it offers flavors and aromas that follow suit, rich in ripe apple, hazelnut and chestnut with a layering of natural sweetness on the finish."
W.T. Vintners,Grüner Veltliner,88.67,19.33,3,"This blend of 64% Marsanne and 36% Roussanne is one-dimensional, and it tastes a bit sour."
W.T. Vintners,Mourvèdre,91.0,49.0,1,"In a vintage that produced the finest overall lineup of Cayuse wines to date, it may seem a little nit-picky to score some higher and some lower. But the En Chamberlin deserves first place again. Brilliant aromatics of smoked meat, bacon fat and otherworldly roasted accents seduce instantly. Once on the palate, the silky, balanced, near-perfect mix of umami and fruit, plus licorice, cassis, coffee liqueur and black tea notes suggest it's as decadent as it is delicious."
W.T. Vintners,Pinot Noir,91.0,20.0,1,"Dense and concentrated, this has thick, almost jammy blue and purple fruits, with a peppery highlight and an undercurrent of sweet grain. The palate is tight, featuring layers of cassis, ink, anise, coffee and iodine, with an earthy salinity that runs through the finish. The Armada is perhaps a bit less fruity and more austere than the other 2009 Cayuse Syrahs, but is every inch their equal."
W.T. Vintners,Red Blend,90.5,35.0,2,"Using grapes sourced entirely from the En Chamberlin Vineyard, this pure Cabernet is deep, dark, focused and tight, with firm but velvety tannins and a perfect mix of cassis, coffee and earth. Even more than previous years, this vintage displays astonishing depth and power. Flavors of Serrano ham and other cured meats, plus a delicate saltiness and minerality keep the flavors developing onto  the long, fascinating finish."
W.T. Vintners,Rhône-style Red Blend,92.0,32.0,1,"The Camaspelo blend is 80% Cabernet Sauvignon and 20% Merlot, and it shows a riot of juicy cranberry, raspberry, blueberry and black cherry flavors in a rambunctious display of power. Full, round and balanced, it offers hints of cedar, earth and coffee that extend onto the lush, complex, age-worthy finish."
W.T. Vintners,Syrah,90.62,40.88,8,"A unique take on this variety that saw no new oak, this wine reveals aromas of cigar box, dried herb and dark fruit. The palate brings a fine sense of purity and detail to the raspberry and cherry flavors, trailing ever so slightly toward the finish."
WCP,Zinfandel,91.0,34.0,1,"Generous herb, citrus and tropical-fruit aromas are followed by a full-bodied palate chock full of kiwi and other broad tropical-fruit flavors. It's unabashed in its appeal."
Wagner,Chardonnay,85.0,11.0,1,"Sourced from the crest of Catherine's block of Dineen Vineyard, this brooding wine brings aromas of dried and fresh herbs, vanilla, orange peel and pencil lead, which need some time to unwind. The cranberry and cherry flavors bring a sense of freshness, with the tannins providing some heft. It needs time to be fully appreciated."
Wagner,Gewürztraminer,86.0,15.0,2,"This rich but bracing dry wine is blended from Italian grape varieties. It has plenty of ripe plum and cherry shaded by black olive and savory herb nuances backed by moderate tannins. Unlike Noceto's other more elegant reds, this one is full bodied and ripe in flavor."
Wagner,Riesling,87.33,18.0,3,"This squat bottle comes, indeed, straight from the barrel with no filtering, and works quite well. Bright and plump purple fruits mix with vanilla and a tickling acidity on the nose. The palate shows juicy cherry fruit as well as blackberry and blueberry, with richness from vanilla and caramel. The tannins are a bit tough, but rugged in the right ways."
Wagner,Vidal Blanc,84.0,20.0,2,"A tiny bit of effervescence dissipates quickly. Classic aromas recall dried lime peel, wet cement, cut grass, sliced apples and a touch of rosemary oil. The palate holds extreme grassiness along with Anjou-pear peel, pine and thyme, reminiscent of a dewy lawn in springtime."
Wagner,Vignoles,86.5,16.5,2,"From a hillside vineyard near Moon Mountain overlooking the Sonoma Valley, this wine was blended with 5% Petite Sirah. While not as high in alcohol as some of the producer's other wines, it has a concentrated character on the palate, akin to blueberry syrup, with soft, moderate tannins and a dusty texture. Red and black cherry provide additional fruit flavor."
Wait Cellars,Cabernet Franc,86.0,28.0,1,"Honey, jasmine, salted nectarine, yellow melon and plumeria flowers pop on the nose of this bottling that indicates Roussanne may do well in Temecula. There's solid yellow-grapefruit-pith grip to the palate, a touch of tart tangerine, slate minerality and some botanical elements. It's bright and tense for an often oily, easily over-ripened grape."
Wait Cellars,Pinot Noir,92.0,33.0,2,"A unique but quite successful blend of 75% Chardonnay, 14% Viognier, 8% Roussanne and 3% Marsanne, this bottling offers light pear cream, cantaloupe and daffodil on the pretty nose. The palate shows honeydew ripeness but with plenty of restraint thanks to lime zest and clean green fruits, wiping up with a tense texture on the finish."
Walla Faces,Red Blend,87.0,28.0,1,"The aromas offer notes of char, toast and peach. The flavors are simultaneously broad and sleek in styling, with a finish that lingers."
Walla Faces,Syrah,86.0,40.0,1,"This is a complex Lodi old-vine Zinfandel with boysenberry and blackberry notes poking through layers of complexity and a touch of dusty plum. It has a strata of black licorice throughout the midpalate, with a peppery, wild herb flavor keeping it interesting. Notes of espresso and leather mark the finish, and a controlled amount of acidity keeps in balance."
Walla Walla Vintners,Bordeaux-style Red Blend,92.0,40.0,2,"This Rhône-style blend—two-thirds Roussanne, the rest divided between Marsanne and Viognier—was made using grapes sourced from the estate Destiny Ridge Vineyard. Intriguing aromas suggest clover, sweet grass and honeysuckle, while the flavors run from stone fruits into hints of light tropical fruits. It's lovely and evocative."
